claim_id,policy_id,loss_date,report_date,settle_date,loss_type,claim_amount_thb,status,adjuster_name,fraud_flag
CL000279,P004453,2023-02-08,2023-02-21,2023-05-20,theft,474824,paid,Chai Kanchanaburi,false
CL000280,P005716,2025-06-23,2025-06-25,2025-09-05,collision,54620,denied,Chai Kittikun,false
CL000281,P000898,2023-12-29,2024-01-05,2024-03-25,water_damage,35100,paid,Suda Chaiyaporn,false
CL000282,P005295,2023-12-11,2023-12-11,2023-12-21,theft,25385,paid,Suda Saetang,false
CL000283,P009815,2025-12-03,2025-12-10,,flood,222214,open,Praew Charoensuk,false
CL000284,P008855,2024-07-09,2024-07-22,,fire,499584,open,Mai Suwanphon,false
CL000285,P005922,2024-11-08,2024-11-08,,third_party_liability,192473,pending,Somchai Wongchai,false
CL000286,P007428,2026-04-12,2026-04-17,2026-07-10,fire,422238,paid,Bua Phromsiri,false
CL000287,P009504,2023-07-12,2023-07-21,2023-09-28,flood,6495601,paid,Pat Kanchanaburi,false
CL000288,P008701,2026-03-08,2026-03-21,2026-04-28,storm,920739,paid,Somchai Watcharaphon,false
CL000289,P001301,2024-03-17,2024-03-26,2024-06-02,third_party_liability,36988,paid,Boss Watcharaphon,false
CL000290,P007546,2024-01-02,2024-01-14,,water_damage,3486715,open,View Sukhumvit,false
CL000291,P005966,2023-01-25,2023-02-07,2023-04-06,third_party_liability,602010,paid,Daeng Charoensuk,false
CL000292,P002360,2024-02-22,2024-03-07,2024-05-19,storm,5287336,paid,Pat Watcharaphon,false
CL000293,P004533,2024-10-11,2024-10-14,2024-12-05,theft,422557,paid,Bank Watcharaphon,false
CL000294,P001389,2023-05-25,2023-06-01,2023-06-23,flood,58156,paid,Kanya Thongdee,false
CL000295,P006583,2023-05-13,2023-05-18,2023-07-27,theft,36865,paid,Apinya Kittikun,false
CL000296,P004788,2025-03-07,2025-03-16,2025-03-30,flood,635477,denied,Wichai Sukhumvit,true
CL000297,P008406,2023-08-21,2023-08-26,2023-10-26,flood,21581,denied,Apinya Thongdee,false
CL000298,P008758,2024-05-25,2024-05-26,2024-06-18,storm,888257,paid,Tee Chaiyaporn,false
CL000299,P007946,2024-02-12,2024-02-22,2024-03-16,third_party_liability,438304,paid,View Sangthong,false
CL000300,P000938,2024-04-28,2024-05-08,2024-06-07,flood,132990,denied,Beam Saetang,false
CL000301,P001069,2024-09-10,2024-09-16,2024-11-08,third_party_liability,138138,denied,Chai Phongphan,false
CL000302,P009172,2025-03-06,2025-03-07,2025-04-04,third_party_liability,369867,denied,Suda Phromsiri,false
CL000303,P003905,2023-09-04,2023-09-16,2023-11-09,theft,183249,paid,Anong Srisuk,false
CL000304,P000460,2023-11-13,2023-11-23,2024-01-16,burglary,641165,paid,Somchai Rattanapan,false
CL000305,P003509,2024-01-28,2024-01-28,2024-03-29,theft,129036,paid,Suda Thongdee,false
CL000306,P002932,2023-08-05,2023-08-15,2023-09-18,collision,620958,paid,Praew Saetang,false
CL000307,P004276,2023-01-23,2023-01-28,2023-04-07,third_party_liability,28484,paid,Kanya Suwanphon,false
CL000308,P001104,2025-08-20,2025-08-25,2025-10-05,collision,137975,paid,Mint Phongphan,false
CL000309,P000110,2024-01-07,2024-01-18,2024-02-10,third_party_liability,134972,paid,Bank Saetang,true
CL000310,P006219,2023-09-17,2023-09-24,2023-12-21,third_party_liability,116033,paid,Pim Boonmee,false
CL000311,P000951,2024-05-30,2024-05-30,2024-06-12,fire,1261584,paid,Mai Suwanphon,false
CL000312,P006353,2026-01-03,2026-01-07,2026-03-22,flood,770792,denied,Pim Kanchanaburi,false
CL000313,P005989,2022-09-08,2022-09-09,,flood,188277,pending,Malee Inthanon,false
CL000314,P003847,2023-12-03,2023-12-15,2024-02-09,fire,261492,paid,Toon Phongphan,false
CL000315,P001315,2025-11-15,2025-11-16,2026-02-13,third_party_liability,85597,paid,Nok Sangthong,false
CL000316,P002644,2025-12-23,2025-12-23,,third_party_liability,176809,pending,Nok Srisuk,false
CL000317,P003840,2023-02-11,2023-02-15,2023-03-29,theft,114945,paid,Ploy Phutthichai,false
CL000318,P009274,2025-01-28,2025-02-03,2025-03-09,third_party_liability,445368,denied,Mild Phutthichai,false
CL000319,P004974,2023-03-25,2023-04-07,,third_party_liability,912099,pending,Nok Inthanon,false
CL000320,P005588,2023-06-01,2023-06-06,2023-08-31,water_damage,4619628,paid,Pim Sangthong,true
CL000321,P004578,2022-07-17,2022-07-21,2022-10-09,theft,737320,paid,Kanya Boonmee,false
CL000322,P007188,2024-06-04,2024-06-04,2024-07-06,third_party_liability,124479,paid,Mild Inthanon,false
CL000323,P007852,2022-06-07,2022-06-17,2022-07-19,third_party_liability,840881,paid,Nan Phongphan,false
CL000324,P008270,2025-06-12,2025-06-22,,third_party_liability,746643,open,Mild Saetang,false
CL000325,P000802,2024-01-20,2024-01-25,,theft,201151,open,Beam Rattanapan,false
CL000326,P009856,2023-11-19,2023-11-21,2023-12-02,third_party_liability,238306,paid,View Inthanon,false
CL000327,P007804,2025-10-25,2025-11-04,,theft,254714,pending,Nok Rattanapan,false
CL000328,P004170,2025-02-09,2025-02-09,,flood,132835,open,Toon Phongphan,false
CL000329,P003577,2024-06-04,2024-06-16,2024-07-17,water_damage,626778,paid,Mint Boonmee,false
CL000330,P005407,2023-09-29,2023-10-05,2023-12-27,third_party_liability,155926,paid,Chai Phutthichai,false
CL000331,P005368,2026-01-25,2026-02-07,2026-03-26,third_party_liability,268474,paid,Niran Wongchai,false
CL000332,P008771,2025-01-19,2025-01-31,2025-04-09,theft,212028,denied,View Inthanon,false
CL000333,P003507,2024-01-30,2024-02-08,2024-03-12,storm,2211505,denied,Kanya Kanchanaburi,false
CL000334,P009888,2024-11-13,2024-11-13,,water_damage,4212283,pending,Somchai Chaisawat,false
CL000335,P000320,2023-05-01,2023-05-04,,storm,1681026,pending,Tawan Thongdee,false
CL000336,P005992,2025-01-20,2025-01-29,2025-04-25,fire,400240,paid,View Sangthong,false
CL000337,P008940,2025-06-24,2025-06-27,,flood,3367059,pending,Kanya Inthanon,false
CL000338,P001492,2023-12-05,2023-12-09,,fire,586570,pending,Praew Phongphan,false
CL000339,P004839,2026-01-03,2026-01-16,,flood,1017261,open,Wichai Wongchai,false
CL000340,P006048,2023-06-11,2023-06-25,,fire,106277,pending,Bank Phromsiri,false
CL000341,P000928,2023-10-26,2023-11-04,2024-01-13,theft,140867,paid,Praew Wongchai,false
CL000342,P001791,2024-09-08,2024-09-11,,storm,310780,pending,Bua Kittikun,false
CL000343,P003585,2024-04-29,2024-05-09,2024-05-16,theft,55233,denied,Malee Inthanon,false
CL000344,P001650,2025-03-26,2025-04-05,2025-07-01,flood,32664,paid,Daeng Sukhumvit,false
CL000345,P007115,2023-01-14,2023-01-18,2023-02-14,flood,1177854,paid,Bank Sangthong,false
CL000346,P002124,2026-04-16,2026-04-18,2026-05-03,water_damage,2118639,paid,Niran Wongchai,false
CL000347,P008388,2026-02-18,2026-02-20,2026-03-14,fire,1103067,paid,Apinya Saetang,false
CL000348,P002362,2024-07-13,2024-07-16,,storm,5229264,open,Mai Phromsiri,false
CL000349,P006565,2024-10-13,2024-10-15,2025-01-06,burglary,796239,paid,Ploy Watcharaphon,false
CL000350,P005293,2025-11-10,2025-11-13,2026-01-14,storm,4691174,paid,Malee Phutthichai,false
CL000351,P004087,2026-04-18,2026-04-23,2026-05-10,third_party_liability,250109,paid,Pat Chaiyaporn,false
CL000352,P009878,2024-09-23,2024-10-01,,fire,33410,pending,Wichai Sukhumvit,false
CL000353,P004438,2025-01-11,2025-01-22,2025-04-18,fire,211973,paid,Tee Phromsiri,false
CL000354,P003459,2024-03-26,2024-04-06,2024-05-16,collision,257982,paid,Kanya Charoensuk,false
CL000355,P009339,2025-12-14,2025-12-27,,storm,5763664,pending,Somchai Limthongkul,false
CL000356,P005307,2024-07-05,2024-07-15,2024-10-08,water_damage,6826255,paid,Praew Wongchai,false
CL000357,P004329,2024-07-23,2024-07-28,2024-10-13,theft,145704,paid,Bua Thongdee,false
CL000358,P003183,2024-10-15,2024-10-29,2024-12-07,theft,151088,paid,Anong Phutthichai,false
CL000359,P004591,2023-09-28,2023-10-04,2023-11-02,flood,16152,paid,Wichai Phromsiri,false
CL000360,P001068,2025-12-20,2025-12-22,2026-02-10,storm,1134268,denied,Tawan Phongphan,false
CL000361,P002569,2025-01-20,2025-01-20,,collision,93875,open,Apinya Saetang,false
CL000362,P007858,2024-09-13,2024-09-22,2024-10-08,theft,314709,paid,Wichai Kanchanaburi,false
CL000363,P007845,2025-10-13,2025-10-25,2025-11-17,flood,150051,paid,Suda Chaiyaporn,false
CL000364,P009272,2024-05-11,2024-05-14,2024-08-06,fire,181941,paid,Nok Sukhumvit,false
CL000365,P001768,2023-09-21,2023-10-05,,theft,137106,open,Mild Kittikun,false
CL000366,P007171,2025-09-12,2025-09-16,2025-11-13,collision,44400,paid,Mint Chaisawat,false
CL000367,P005503,2026-04-26,2026-05-02,2026-05-17,theft,101867,paid,Wichai Chaiyaporn,false
CL000368,P003809,2023-11-14,2023-11-27,,burglary,143705,open,Nok Chaiyaporn,false
CL000369,P004641,2024-05-28,2024-06-07,2024-08-11,fire,133331,denied,Mild Suwanphon,false
CL000370,P007706,2023-09-13,2023-09-16,2023-10-04,collision,326127,paid,Chai Wongchai,false
CL000371,P008574,2023-11-20,2023-11-30,2024-02-24,fire,1782575,paid,Fern Limthongkul,false
CL000372,P009912,2024-05-27,2024-06-06,2024-07-21,water_damage,134531,paid,Tawan Saetang,false
CL000373,P007396,2025-06-19,2025-06-20,,fire,169074,open,Nan Boonmee,false
CL000374,P009735,2024-09-17,2024-09-27,,collision,95872,pending,Tawan Limthongkul,false
CL000375,P003418,2026-04-22,2026-04-26,2026-07-09,burglary,1528637,paid,Boss Chaisawat,false
CL000376,P006730,2025-04-07,2025-04-08,,third_party_liability,96723,pending,Mild Watcharaphon,false
CL000377,P000849,2024-10-08,2024-10-22,2024-11-05,flood,75879,paid,Praew Saetang,false
CL000378,P006343,2025-06-09,2025-06-09,,collision,547226,open,Somchai Kanchanaburi,false
CL000379,P003951,2024-10-13,2024-10-24,2024-11-08,water_damage,3071057,paid,Chai Chaisawat,false
CL000380,P006645,2025-05-25,2025-06-02,2025-08-15,flood,146319,paid,Praew Kanchanaburi,false
CL000381,P009673,2023-11-19,2023-11-25,,theft,618277,open,Tee Boonmee,false
CL000382,P005626,2026-03-14,2026-03-27,,flood,78908,open,Toon Chaiyaporn,false
CL000383,P002987,2023-05-28,2023-05-30,2023-06-16,water_damage,2336136,paid,Mint Suwanphon,false
CL000384,P004795,2023-05-29,2023-05-31,2023-06-07,water_damage,842572,paid,Somchai Thongdee,false
CL000385,P002690,2025-05-14,2025-05-15,2025-07-09,fire,189635,paid,Fern Saetang,false
CL000386,P009606,2023-10-25,2023-10-29,2024-01-08,third_party_liability,37275,paid,Tee Sangthong,false
CL000387,P005566,2022-11-14,2022-11-25,2022-12-22,flood,230027,paid,Kanya Srisuk,false
CL000388,P004375,2025-12-25,2026-01-01,,flood,101234,pending,Beam Kittikun,true
CL000389,P004934,2025-06-15,2025-06-15,,third_party_liability,209570,pending,Apinya Watcharaphon,false
CL000390,P009829,2023-12-25,2024-01-08,2024-03-03,water_damage,1431454,paid,Mint Thongdee,false
CL000391,P005756,2024-01-31,2024-02-08,2024-05-05,fire,661632,paid,Mai Phromsiri,false
CL000392,P008960,2024-04-20,2024-04-21,2024-05-10,third_party_liability,286654,paid,Pim Chaisawat,false
CL000393,P003337,2025-05-04,2025-05-06,,flood,38422,pending,Suda Sukhumvit,false
CL000394,P007185,2026-05-03,2026-05-15,2026-06-06,fire,18286,denied,Beam Saetang,false
CL000395,P001966,2024-02-22,2024-03-06,2024-04-26,fire,54780,paid,Mai Wongchai,false
CL000396,P009121,2024-05-30,2024-06-10,2024-08-22,burglary,2078480,paid,Malee Phongphan,false
CL000397,P008610,2025-07-02,2025-07-12,,third_party_liability,80864,open,Chai Limthongkul,false
CL000398,P001346,2025-02-06,2025-02-15,2025-05-04,flood,1239055,paid,Pat Suwanphon,false
CL000399,P008820,2026-01-19,2026-01-19,,burglary,3111669,open,Malee Kittikun,false
CL000400,P003809,2023-10-09,2023-10-19,2023-11-13,water_damage,497060,paid,Tawan Charoensuk,false
CL000401,P008498,2024-10-02,2024-10-08,2024-11-20,fire,105917,paid,Pat Phongphan,false
CL000402,P009447,2025-12-26,2026-01-08,2026-03-18,water_damage,1082157,paid,Bua Phutthichai,false
CL000403,P004597,2024-08-13,2024-08-16,2024-10-15,storm,2430610,denied,Kanya Phromsiri,false
CL000404,P003589,2023-08-14,2023-08-26,,theft,161809,pending,Malee Srisuk,false
CL000405,P006253,2024-09-26,2024-10-07,2024-12-15,third_party_liability,464747,denied,Eak Phromsiri,false
CL000406,P001408,2026-02-26,2026-02-28,2026-03-29,theft,209942,paid,Niran Phromsiri,false
CL000407,P008360,2025-07-06,2025-07-19,2025-09-07,theft,480041,paid,Bua Sangthong,false
CL000408,P000329,2024-12-11,2024-12-13,,theft,731969,open,Wichai Phutthichai,false
CL000409,P000560,2023-10-13,2023-10-14,2024-01-03,burglary,3647703,denied,Kanya Srisuk,false
CL000410,P000563,2024-02-01,2024-02-04,2024-05-02,burglary,3226737,paid,Nan Phutthichai,false
CL000411,P003469,2026-03-03,2026-03-05,2026-05-20,flood,1680268,paid,Chai Rattanapan,false
CL000412,P004356,2025-03-28,2025-04-08,2025-04-26,third_party_liability,554349,denied,Chai Chaiyaporn,false
CL000413,P009610,2023-08-14,2023-08-20,2023-10-25,third_party_liability,280458,paid,View Phongphan,false
CL000414,P001593,2025-06-26,2025-06-27,2025-07-18,third_party_liability,280519,paid,Tawan Thongdee,false
CL000415,P004117,2025-02-05,2025-02-16,,collision,234809,pending,Toon Kanchanaburi,false
CL000416,P002077,2026-04-02,2026-04-05,2026-05-17,burglary,3248577,paid,Beam Watcharaphon,false
CL000417,P001324,2024-10-31,2024-11-01,,fire,255748,open,View Suwanphon,false
CL000418,P008261,2025-11-24,2025-11-26,2026-02-09,flood,336431,paid,Ploy Srisuk,false
CL000419,P004890,2025-02-13,2025-02-19,2025-05-14,collision,56893,paid,View Limthongkul,false
CL000420,P002941,2025-06-26,2025-07-03,2025-09-26,fire,322222,paid,Fern Suwanphon,false
CL000421,P004141,2026-02-20,2026-02-27,2026-03-09,water_damage,643461,paid,Wichai Sangthong,false
CL000422,P006302,2025-07-07,2025-07-07,,storm,5196576,pending,Suda Sangthong,false
CL000423,P003531,2024-07-09,2024-07-14,2024-07-23,flood,30521,paid,Bua Phongphan,false
CL000424,P005996,2026-04-07,2026-04-09,,third_party_liability,477644,open,View Chaisawat,false
CL000425,P007186,2026-04-15,2026-04-29,2026-07-06,third_party_liability,201590,paid,Pim Phromsiri,false
CL000426,P009996,2023-02-13,2023-02-14,2023-03-03,theft,476790,paid,Tee Phongphan,false
CL000427,P000963,2024-03-04,2024-03-09,2024-04-07,fire,762544,paid,Niran Kittikun,false
CL000428,P004772,2024-07-07,2024-07-21,2024-10-01,flood,172041,paid,Mint Chaiyaporn,false
CL000429,P007247,2026-05-13,2026-05-16,2026-07-17,third_party_liability,144529,paid,Pim Kittikun,false
CL000430,P001478,2024-06-26,2024-07-01,2024-09-25,theft,139307,paid,Pat Charoensuk,false
CL000431,P004197,2022-11-19,2022-11-22,,flood,372996,open,Chai Rattanapan,false
CL000432,P003261,2023-07-23,2023-07-31,,flood,71203,open,Anong Boonmee,false
CL000433,P004798,2025-05-19,2025-05-23,,fire,593382,open,Praew Chaisawat,false
CL000434,P000057,2022-02-05,2022-02-10,2022-04-10,fire,288350,paid,Somchai Chaisawat,false
CL000435,P007693,2024-01-11,2024-01-23,2024-03-28,flood,1363937,paid,Somchai Phutthichai,false
CL000436,P005623,2023-12-11,2023-12-25,,burglary,258676,pending,Tawan Chaiyaporn,false
CL000437,P002865,2024-10-21,2024-11-03,2024-12-19,collision,413034,paid,Suda Wongchai,false
CL000438,P003149,2026-01-30,2026-02-09,2026-03-06,collision,161742,paid,Earth Phromsiri,false
CL000439,P002503,2025-10-28,2025-11-04,2026-01-29,flood,357587,paid,Chai Charoensuk,false
CL000440,P001700,2024-02-25,2024-02-27,2024-05-21,third_party_liability,19895,paid,Ploy Phongphan,false
CL000441,P005927,2023-05-23,2023-05-30,2023-07-20,flood,237049,paid,Nok Chaiyaporn,false
CL000442,P006041,2025-10-31,2025-11-11,,theft,297628,open,Chai Srisuk,false
CL000443,P003448,2025-11-02,2025-11-06,2025-11-13,water_damage,238693,paid,Chai Phutthichai,false
CL000444,P007232,2024-04-28,2024-05-04,,theft,570451,open,Tee Sukhumvit,false
CL000445,P001242,2026-03-08,2026-03-13,2026-03-22,collision,428156,paid,Anong Sukhumvit,false
CL000446,P003379,2024-01-26,2024-02-02,2024-04-11,flood,148360,paid,Tawan Sangthong,false
CL000447,P001270,2026-03-31,2026-04-03,,collision,840637,open,Malee Thongdee,false
CL000448,P000002,2023-10-08,2023-10-11,,fire,240844,open,Wichai Kanchanaburi,false
CL000449,P003004,2023-11-01,2023-11-11,2024-02-09,collision,110676,paid,Somchai Wongchai,false
CL000450,P004427,2025-11-28,2025-12-01,2025-12-10,flood,26657,paid,Mild Inthanon,false
CL000451,P006755,2025-09-10,2025-09-24,2025-10-02,fire,258473,denied,Earth Suwanphon,false
CL000452,P001789,2024-01-05,2024-01-08,2024-04-07,fire,129663,paid,View Boonmee,false
CL000453,P002348,2025-02-17,2025-02-17,,theft,482814,open,Suda Charoensuk,false
CL000454,P008437,2026-05-01,2026-05-02,2026-07-21,flood,252248,paid,Chai Srisuk,false
CL000455,P006720,2023-04-28,2023-05-05,2023-06-01,water_damage,3414296,denied,Mai Watcharaphon,false
CL000456,P006350,2025-10-12,2025-10-26,,storm,563540,open,Bua Sangthong,true
CL000457,P004560,2025-03-14,2025-03-20,2025-04-21,theft,953698,paid,Chai Boonmee,false
CL000458,P004293,2024-06-04,2024-06-18,2024-07-20,collision,195630,paid,Pim Rattanapan,false
CL000459,P003523,2024-09-13,2024-09-18,2024-11-25,collision,222502,paid,Bua Sangthong,false
CL000460,P000714,2024-04-09,2024-04-14,2024-05-16,water_damage,1828166,paid,Chai Thongdee,false
CL000461,P005715,2024-12-02,2024-12-09,,fire,17637,open,Bank Kanchanaburi,false
CL000462,P009324,2025-10-13,2025-10-26,2025-11-25,third_party_liability,610597,paid,Bua Sangthong,false
CL000463,P005926,2023-11-14,2023-11-16,2024-02-14,flood,55434,paid,Eak Chaisawat,false
CL000464,P000510,2025-06-09,2025-06-11,,third_party_liability,453425,pending,Boss Sangthong,true
CL000465,P004378,2024-05-15,2024-05-22,,burglary,224703,pending,Mild Limthongkul,false
CL000466,P008806,2026-02-16,2026-02-23,2026-04-16,water_damage,1936420,paid,Tawan Suwanphon,false
CL000467,P009609,2025-07-06,2025-07-08,2025-08-02,collision,192273,denied,Nan Srisuk,false
CL000468,P004967,2024-03-19,2024-03-22,2024-04-03,third_party_liability,135671,paid,View Limthongkul,false
CL000469,P000192,2023-02-09,2023-02-15,2023-03-24,third_party_liability,127883,paid,Earth Sukhumvit,false
CL000470,P007179,2024-02-15,2024-02-24,2024-05-15,theft,274241,paid,Ploy Boonmee,false
CL000471,P000150,2024-09-20,2024-09-20,2024-10-11,third_party_liability,348361,paid,Pat Srisuk,false
CL000472,P004438,2025-05-24,2025-06-03,2025-07-11,water_damage,345684,paid,Tee Kanchanaburi,false
CL000473,P009386,2024-10-18,2024-10-20,2024-12-09,theft,214001,denied,Fern Charoensuk,false
CL000474,P008308,2023-05-23,2023-06-03,,theft,401587,open,Boss Kittikun,false
CL000475,P000355,2023-07-01,2023-07-13,2023-08-08,flood,2214063,denied,Malee Chaisawat,false
CL000476,P004710,2023-01-27,2023-02-02,,water_damage,1380309,pending,Daeng Chaiyaporn,false
CL000477,P000146,2024-02-04,2024-02-14,2024-04-22,storm,1371768,paid,Kanya Srisuk,false
CL000478,P003701,2025-08-07,2025-08-21,2025-10-13,fire,287961,paid,Boss Charoensuk,false
CL000479,P001258,2026-01-11,2026-01-19,2026-03-21,flood,722243,paid,Ploy Kittikun,false
CL000480,P006641,2024-01-05,2024-01-15,,theft,246073,open,Chai Boonmee,false
CL000481,P007949,2022-07-16,2022-07-30,,fire,97199,open,Malee Phutthichai,false
CL000482,P009815,2026-05-14,2026-05-25,2026-08-18,flood,235116,paid,Pim Saetang,false
CL000483,P000707,2026-01-21,2026-01-26,2026-03-03,fire,72596,paid,Nok Inthanon,false
CL000484,P002561,2024-12-15,2024-12-25,2025-03-09,storm,417828,denied,Ploy Thongdee,false
CL000485,P002527,2023-03-28,2023-04-08,2023-06-18,third_party_liability,100446,paid,Beam Thongdee,false
CL000486,P004459,2023-11-04,2023-11-15,2023-12-13,water_damage,1884562,paid,Toon Wongchai,false
CL000487,P005003,2024-06-04,2024-06-07,2024-08-23,collision,113374,denied,Fern Rattanapan,false
CL000488,P006550,2025-11-13,2025-11-20,2026-02-08,fire,169338,paid,Ploy Thongdee,true
CL000489,P004605,2024-05-11,2024-05-20,2024-07-21,theft,75478,paid,Beam Wongchai,false
CL000490,P009687,2026-01-17,2026-01-26,2026-03-18,flood,1226164,paid,Anong Srisuk,false
CL000491,P006432,2023-09-21,2023-09-22,,theft,68413,pending,Suda Inthanon,false
